table,column,module,description,unit,key_role,missing_rule
structural_break_models,metric_id,质量诊断,metric id,source-specific,,blank_when_not_observed; zero_is_observed
structural_break_models,metric_label,质量诊断,metric label,source-specific,,blank_when_not_observed; zero_is_observed
structural_break_models,series_variant,质量诊断,series variant,source-specific,,blank_when_not_observed; zero_is_observed
structural_break_models,start_year,质量诊断,start year,year,,blank_when_not_observed; zero_is_observed
structural_break_models,end_year,质量诊断,end year,year,,blank_when_not_observed; zero_is_observed
structural_break_models,observations,质量诊断,observations,source-specific,,blank_when_not_observed; zero_is_observed
structural_break_models,min_segment_length,质量诊断,min segment length,source-specific,,blank_when_not_observed; zero_is_observed
structural_break_models,selected_segments,质量诊断,selected segments,source-specific,,blank_when_not_observed; zero_is_observed
structural_break_models,break_count,质量诊断,break count,count,,blank_when_not_observed; zero_is_observed
structural_break_models,break_years,质量诊断,break years,year,,blank_when_not_observed; zero_is_observed
structural_break_models,bic,质量诊断,bic,source-specific,,blank_when_not_observed; zero_is_observed
structural_break_models,no_break_bic,质量诊断,no break bic,source-specific,,blank_when_not_observed; zero_is_observed
structural_break_models,bic_improvement,质量诊断,bic improvement,source-specific,,blank_when_not_observed; zero_is_observed
structural_break_models,transform,质量诊断,transform,source-specific,,blank_when_not_observed; zero_is_observed
structural_break_models,method,质量诊断,method,source-specific,,blank_when_not_observed; zero_is_observed
structural_break_models,interpretation_limit,质量诊断,interpretation limit,source-specific,,blank_when_not_observed; zero_is_observed
structural_breakpoints,metric_id,质量诊断,metric id,source-specific,,blank_when_not_observed; zero_is_observed
structural_breakpoints,metric_label,质量诊断,metric label,source-specific,,blank_when_not_observed; zero_is_observed
structural_breakpoints,series_variant,质量诊断,series variant,source-specific,,blank_when_not_observed; zero_is_observed
structural_breakpoints,break_number,质量诊断,break number,source-specific,,blank_when_not_observed; zero_is_observed
structural_breakpoints,break_year,质量诊断,break year,year,,blank_when_not_observed; zero_is_observed
structural_breakpoints,pre_start_year,质量诊断,pre start year,year,,blank_when_not_observed; zero_is_observed
structural_breakpoints,pre_end_year,质量诊断,pre end year,year,,blank_when_not_observed; zero_is_observed
structural_breakpoints,post_start_year,质量诊断,post start year,year,,blank_when_not_observed; zero_is_observed
structural_breakpoints,post_end_year,质量诊断,post end year,year,,blank_when_not_observed; zero_is_observed
structural_breakpoints,pre_mean_original,质量诊断,pre mean original,source-specific,,blank_when_not_observed; zero_is_observed
structural_breakpoints,post_mean_original,质量诊断,post mean original,source-specific,,blank_when_not_observed; zero_is_observed
structural_breakpoints,relative_change,质量诊断,relative change,source-specific,,blank_when_not_observed; zero_is_observed
structural_breakpoints,bic_improvement,质量诊断,bic improvement,source-specific,,blank_when_not_observed; zero_is_observed
structural_breakpoints,evidence_strength,质量诊断,evidence strength,source-specific,,blank_when_not_observed; zero_is_observed
structural_breakpoints,unit,质量诊断,unit,source-specific,,blank_when_not_observed; zero_is_observed
structural_breakpoints,price_basis,质量诊断,price basis,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,scope,质量诊断,scope,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,left_metric,质量诊断,left metric,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,right_metric,质量诊断,right metric,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,lineage_classification,质量诊断,lineage classification,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,baseline_n,质量诊断,baseline n,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,robust_n,质量诊断,robust n,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,baseline_spearman,质量诊断,baseline spearman,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,robust_spearman,质量诊断,robust spearman,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,delta_spearman,质量诊断,delta spearman,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,baseline_kendall,质量诊断,baseline kendall,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,robust_kendall,质量诊断,robust kendall,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,delta_kendall,质量诊断,delta kendall,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,flagged_outliers_removed,质量诊断,flagged outliers removed,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,stability,质量诊断,stability,source-specific,,blank_when_not_observed; zero_is_observed
correlation_robustness,interpretation_limit,质量诊断,interpretation limit,source-specific,,blank_when_not_observed; zero_is_observed
